D2BHa D2BHd D2BCJ D2AHa D2AHd D2ACJ D2temp D2Voltage D3BHa D3BHd D3BCJ D3AHa D3AHd D3ACJ D3temp D3Voltage 日期 时间 
189.2265 -2.4834 0 188.109 -2.4894 0 24.3125 23.6314 187.747 -3.0536 -0.57019 188.8564 -1.2196 1.2698 36.75 23.4586 10-Dec-2019 13:52:45
189.227 -2.4829 0 188.1095 -2.4889 0 24.3125 23.6314 187.6873 -3.1133 -0.6304 188.8586 -1.2174 1.2715 37.0625 23.4586 10-Dec-2019 13:52:51
189.2252 -2.4847 0 188.1076 -2.4907 0 24.3125 23.6314 187.6274 -3.1732 -0.68848 188.8611 -1.2148 1.2759 37.375 23.4586 10-Dec-2019 13:52:57
189.2252 -2.4846 0 188.1077 -2.4907 0 24.3125 23.6223 187.5723 -3.2283 -0.74367 188.8564 -1.2195 1.2711 37.625 23.4495 10-Dec-2019 13:53:03
189.2298 -2.4801 0 188.1122 -2.4861 0 24.3125 23.6223 187.513 -3.2875 -0.8074 188.8607 -1.2152 1.2709 37.9375 23.4495 10-Dec-2019 13:53:09
189.2222 -2.4877 0 188.1047 -2.4937 0 24.3125 23.6314 187.4545 -3.346 -0.85838 188.8535 -1.2225 1.2712 38.1875 23.4495 10-Dec-2019 13:53:15
189.2202 -2.4897 0 188.1027 -2.4957 0 24.3125 23.6223 187.3976 -3.403 -0.91327 188.8611 -1.2148 1.2809 38.5 23.4495 10-Dec-2019 13:53:21
189.2196 -2.4903 0 188.102 -2.4963 0 24.3125 23.6314 187.343 -3.4576 -0.96725 188.8586 -1.2174 1.279 38.75 23.4404 10-Dec-2019 13:53:27
189.2183 -2.4916 0 188.0951 -2.5033 0 24.25 23.6314 187.2868 -3.5137 -1.0222 188.8548 -1.2211 1.2821 39 23.4495 10-Dec-2019 13:53:34
189.2155 -2.4944 0 188.098 -2.5004 0 24.3125 23.6314 187.2333 -3.5673 -1.0729 188.8541 -1.2219 1.2785 39.25 23.4495 10-Dec-2019 13:53:40
189.2151 -2.4948 0 188.0975 -2.5008 0 24.3125 23.6314 187.181 -3.6196 -1.1248 188.8549 -1.2211 1.2797 39.5 23.4404 10-Dec-2019 13:53:46
189.2118 -2.4981 0 188.0943 -2.5041 0 24.3125 23.6223 187.1273 -3.6732 -1.1752 188.8546 -1.2213 1.2828 39.75 23.4495 10-Dec-2019 13:53:52
189.2095 -2.5004 0 188.0919 -2.5064 0 24.3125 23.6314 187.0739 -3.7267 -1.2262 188.855 -1.221 1.2855 40 23.4404 10-Dec-2019 13:53:58
189.2115 -2.4983 0 188.094 -2.5043 0 24.3125 23.6223 187.0255 -3.7751 -1.2768 188.8471 -1.2289 1.2755 40.25 23.4313 10-Dec-2019 13:54:04
189.207 -2.5029 0 188.0894 -2.5089 0 24.3125 23.6314 186.9751 -3.8255 -1.3226 188.8374 -1.2386 1.2704 40.4375 23.4313 10-Dec-2019 13:54:10
189.2059 -2.504 0 188.0884 -2.51 0 24.3125 23.6314 186.9229 -3.8777 -1.3737 188.8398 -1.2362 1.2738 40.6875 23.4313 10-Dec-2019 13:54:16
189.2024 -2.5075 0 188.0849 -2.5135 0 24.3125 23.6314 186.8765 -3.9241 -1.4166 188.8482 -1.2277 1.2858 40.9375 23.4313 10-Dec-2019 13:54:22
189.2043 -2.5056 0 188.0868 -2.5116 0 24.3125 23.6314 186.8254 -3.9752 -1.4696 188.8385 -1.2374 1.2742 41.125 23.4313 10-Dec-2019 13:54:29
189.2045 -2.5053 0 188.087 -2.5114 0 24.3125 23.6223 186.7753 -4.0253 -1.5199 188.8438 -1.2321 1.2792 41.375 23.4313 10-Dec-2019 13:54:35
189.2065 -2.5034 0 188.089 -2.5094 0 24.3125 23.6223 186.7353 -4.0653 -1.5619 188.8455 -1.2304 1.279 41.5625 23.4313 10-Dec-2019 13:54:41
189.2025 -2.5073 0 188.085 -2.5134 0 24.3125 23.6223 186.6772 -4.1234 -1.6161 188.8433 -1.2326 1.2807 41.8125 23.4313 10-Dec-2019 13:54:47
189.2011 -2.5088 0 188.0836 -2.5148 0 24.3125 23.6314 186.6358 -4.1648 -1.656 188.8441 -1.2319 1.2829 42 23.4313 10-Dec-2019 13:54:53
189.2019 -2.508 0 188.0844 -2.514 0 24.3125 23.6314 186.5898 -4.2108 -1.7028 188.8404 -1.2356 1.2784 42.1875 23.4222 10-Dec-2019 13:54:59
189.1998 -2.5101 0 188.0822 -2.5161 0 24.3125 23.6314 186.5418 -4.2588 -1.7487 188.8347 -1.2412 1.2749 42.4375 23.4222 10-Dec-2019 13:55:05
189.2006 -2.5093 0 188.0831 -2.5153 0 24.3125 23.6314 186.4747 -4.3259 -1.8166 188.8354 -1.2405 1.2748 42.625 23.4222 10-Dec-2019 13:55:11
189.1949 -2.515 0 188.0774 -2.521 0 24.3125 23.6223 186.4312 -4.3693 -1.8544 188.8381 -1.2378 1.2832 42.8125 23.4222 10-Dec-2019 13:55:17
189.1884 -2.5215 0 188.0708 -2.5275 0 24.3125 23.6314 186.3815 -4.4191 -1.8976 188.817 -1.259 1.2685 42.9375 23.4222 10-Dec-2019 13:55:23
189.1942 -2.5157 0 188.0766 -2.5217 0 24.3125 23.6314 186.3341 -4.4665 -1.9507 188.8127 -1.2633 1.2585 43.125 23.4131 10-Dec-2019 13:55:30
189.1911 -2.5188 0 188.0735 -2.5248 0 24.3125 23.6314 186.2937 -4.5069 -1.9881 188.8154 -1.2605 1.2643 43.3125 23.4222 10-Dec-2019 13:55:36
189.1908 -2.5191 0 188.0732 -2.5251 0 24.3125 23.6314 186.2535 -4.5471 -2.0279 188.8187 -1.2573 1.2679 43.5 23.4222 10-Dec-2019 13:55:42
189.1929 -2.517 0 188.0754 -2.523 0 24.3125 23.6314 186.2075 -4.5931 -2.0761 188.8161 -1.2598 1.2632 43.6875 23.4222 10-Dec-2019 13:55:48
189.1876 -2.5222 0 188.0701 -2.5283 0 24.3125 23.6223 186.1696 -4.631 -2.1087 188.8219 -1.2541 1.2742 43.875 23.4131 10-Dec-2019 13:55:54
189.1898 -2.5201 0 188.0723 -2.5261 0 24.3125 23.6314 186.13 -4.6705 -2.1505 188.8261 -1.2499 1.2762 44.0625 23.4131 10-Dec-2019 13:56:00
189.1898 -2.5201 0 188.0723 -2.5261 0 24.3125 23.6314 186.0899 -4.7107 -2.1906 188.8152 -1.2608 1.2653 44.1875 23.4131 10-Dec-2019 13:56:06
189.1868 -2.523 0 188.0693 -2.5291 0 24.3125 23.6314 186.0486 -4.752 -2.229 188.8178 -1.2581 1.2709 44.375 23.4131 10-Dec-2019 13:56:12
189.1848 -2.5251 0 188.0672 -2.5311 0 24.3125 23.6223 186.0041 -4.7965 -2.2714 188.8174 -1.2585 1.2726 44.5625 23.4041 10-Dec-2019 13:56:18
189.1843 -2.5255 0 188.0668 -2.5316 0 24.3125 23.6314 185.9688 -4.8318 -2.3063 188.8116 -1.2644 1.2672 44.6875 23.4041 10-Dec-2019 13:56:24
