D2BHa D2BHd D2BCJ D2AHa D2AHd D2ACJ D2temp D2Voltage D3BHa D3BHd D3BCJ D3AHa D3AHd D3ACJ D3temp D3Voltage 日期 时间 
154.2994 -108.3314 0 153.2253 -108.3361 0 24.8125 23.6223 350.682 -0.045013 108.2864 350.0766 0.010834 108.3469 24.75 23.4859 23-Dec-2019 15:03:48
154.2676 -108.3632 0 153.1934 -108.3679 0 24.8125 23.6314 350.6587 -0.06839 108.2948 350.0532 -0.012573 108.3553 24.75 23.4859 23-Dec-2019 15:04:19
154.2902 -108.3406 0 153.2161 -108.3452 0 24.8125 23.6223 350.6775 -0.049591 108.291 350.072 0.0062561 108.3515 24.75 23.4859 23-Dec-2019 15:04:50
154.3728 -108.258 0 153.2987 -108.2626 0 24.8125 23.6223 350.7647 0.037659 108.2956 350.1593 0.093536 108.3561 24.75 23.4859 23-Dec-2019 15:05:21
154.3217 -108.3092 0 153.2475 -108.3138 0 24.8125 23.6223 350.7094 -0.017609 108.2916 350.104 0.038239 108.352 24.75 23.4859 23-Dec-2019 15:05:52
154.2845 -108.3463 0 153.2103 -108.351 0 24.8125 23.6223 350.6835 -0.043549 108.3028 350.078 0.012299 108.3633 24.75 23.4859 23-Dec-2019 15:06:24
154.2892 -108.3417 0 153.215 -108.3463 0 24.8125 23.6314 350.709 -0.018005 108.3237 350.0721 0.0063171 108.3526 24.75 23.4768 23-Dec-2019 15:06:55
154.3544 -108.2764 0 153.2803 -108.281 0 24.8125 23.6223 350.7468 0.019775 108.2962 350.1414 0.075653 108.3567 24.75 23.4768 23-Dec-2019 15:07:26
154.2666 -108.3642 0 153.1925 -108.3688 0 24.8125 23.6223 350.6555 -0.071503 108.2927 350.05 -0.015686 108.3531 24.75 23.4859 23-Dec-2019 15:07:57
154.2941 -108.3367 0 153.22 -108.3413 0 24.8125 23.6223 350.669 -0.058044 108.2787 350.0635 -0.0022278 108.3391 24.75 23.4859 23-Dec-2019 15:08:28
154.2672 -108.3636 0 153.1931 -108.3682 0 24.8125 23.6314 350.6592 -0.067871 108.2957 350.0537 -0.012054 108.3562 24.75 23.4859 23-Dec-2019 15:08:59
154.251 -108.3799 0 153.1768 -108.3845 0 24.8125 23.6223 350.6429 -0.084106 108.2957 350.0374 -0.02829 108.3562 24.75 23.4859 23-Dec-2019 15:09:30
154.207 -108.4238 0 153.1329 -108.4285 0 24.8125 23.6223 350.6191 -0.10794 108.3159 350.0136 -0.052124 108.3763 24.75 23.4768 23-Dec-2019 15:10:01
154.2807 -108.3502 0 153.2065 -108.3548 0 24.8125 23.6223 350.6644 -0.062622 108.2875 350.0589 -0.0068054 108.348 24.75 23.4859 23-Dec-2019 15:10:32
154.3033 -108.3275 0 153.2291 -108.3322 0 24.8125 23.6223 350.69 -0.037079 108.2905 350.0845 0.018768 108.3509 24.75 23.4859 23-Dec-2019 15:11:03
154.2952 -108.3357 0 153.221 -108.3403 0 24.8125 23.6223 350.7152 -0.011841 108.3238 350.1097 0.044006 108.3843 24.75 23.4859 23-Dec-2019 15:11:35
154.3024 -108.3285 0 153.2282 -108.3331 0 24.8125 23.6314 350.6955 -0.031525 108.2969 350.0901 0.024323 108.3574 24.75 23.4859 23-Dec-2019 15:12:06
